Confirmed,Id,Source,KOR
,"202010080","<color=#9dd0ff>现在援救康德尔的成功率太低了，我们需要帮手。</color>","<color=#9dd0ff>콘델을 구하는 성공률이 너무 낮아서 도움이 필요하다.</color>"
,"202010081","按现在阵线的状况……只有那支特殊舰队「纽带」能来帮我们了。","현재 전선의 상황으로는…그 특수 함대만이 우리를 도울 수 있다."
,"202010082","<color=#9dd0ff>没错，我正在联系ta们。</color>","<color=#9dd0ff>네, ta들한테 연락하고 있어요.</color>"
,"202010083","<color=#9dd0ff>你的任务改为设置侵入据点，然后尽快返回地面。</color>","<color=#9dd0ff>너의 임무는 침입 거점을 설치한 후 최대한 빨리 지상으로 복귀하는 것으로 바뀌었다.</color>"
,"202010084","可要是现在放弃援救，会不会让骷髅涂鸦顺利得到“实验AG标志”的情报呢？","하지만 이제 와서 구원을 포기한다면 해골 낙서가 '실험AG 로고'라는 정보를 제대로 얻을 수 있을까."
,"202010085","<color=#9dd0ff>这一点你放心吧，她们不会顺利的。</color>","<color=#9dd0ff>이 점은 안심해라, 그녀들은 순조롭지 못할 것이다.</color>"
,"202010086","看来您了解那个机密是什么。","그 기밀이 뭔지 아시는군요."
,"202010087","但是我很识相，我不会多问的。","하지만 나는 관상을 잘 알기 때문에 더 이상 묻지 않을 것이다."
,"202010088","<color=#9dd0ff>尽快返回，我们需要制定计划。</color>","<color=#9dd0ff>가능한 한 빨리 돌아오려면,우리는 계획을 세워야 한다.</color>"
,"202010089","……啊，单向通讯被切断了。","…아, 일방통화가 끊겼다."
,"202010090","队长，从这里脱出可没您想的那么容易啊。","대장님, 여기서 벗어나는 게 생각만큼 쉽지는 않네요."
,"202020000","指挥官，还有2分钟就到指定时间了。","지휘관, 2분 남았습니다."
,"202020001","还没有收到克罗娅斯的通讯吗？","크로아스의 연락을 아직 받지 못했습니까?"
,"202020002","通讯频道里毫无反应。","통신 채널에서는 반응이 없다."
,"202020003","米尔维斯，要改变计划吗？","밀비스, 계획을 바꿀까요?"
,"202020004","<color=#9dd0ff>没有这个必要。</color>","<color=#9dd0ff>그럴 필요 없다.</color>"
,"202020005","<color=#9dd0ff>……呼叫……「纽带」舰队。</color>","<color=#9dd0ff>...호출 ...유대함대.</color>"
,"202020006","确认到克罗娅斯的识别信号。","크로아스의 식별 신호가 확인됐다."
,"202020007","克罗娅斯，我们马上就为你派出回收艇。","크로아스, 우리는 곧 너를 위해 회수정을 보낼 것이다."
,"202020008","<color=#9dd0ff>好……万分感谢……</color>","<color=#9dd0ff>네...감사합니다...</color>"
,"202020009","<color=#9dd0ff>2号，你应该能再快十分钟。</color>","<color=#9dd0ff>2일, 너는 10분 더 빠를 수 있을 거야.</color>"
,"202020010","<color=#9dd0ff>队长，您别为难我了……至少您自己该先戒掉早上按闹铃的习惯。</color>","<color=#9dd0ff>대장님, 저를 난처하게 하지 마세요. 적어도 아침에 알람을 누르는 습관은 스스로 끊으셔야 합니다.</color>"
,"202020011","<color=#9dd0ff>我的忍耐跟你的运气，总有一个会先让你的生命耗尽。</color>","<color=#9dd0ff>나의 인내와 너의 운명은 반드시 먼저 너의 생명을 소진시킬 것이다.</color>"
,"202020012","<color=#9dd0ff>冷静一点，我只是开个玩笑。</color>","<color=#9dd0ff>냉정해, 그냥 농담이야.</color>"
,"202020013","<color=#969696>你们鹰身女妖都喜欢踩点吗……</color>","<color=#969696>너희들 매몸녀 도깨비는 밟는 걸 좋아하니...</color>"
,"202020014","那个，我们先到战况说明室进行情报汇总吧？","저, 우선 전황 설명실로 가서 정보 수집을 해볼까요?"
,"202020015","2号，从那里的环境状况开始说明吧。","2번, 그곳의 환경 상황부터 설명해 보세요."
,"202020016","是。","네."
,"202020017","如简报所示，骷髅涂鸦所在的据点是西洲一处已废弃的地下指挥部，深度在200米左右，有基本的维生系统。","브리핑에 따르면 해골 낙서가 있는 거점은 서주의 버려진 지하 지휘부로 깊이가 200m가량으로 기본적인 생활유지 시스템이 갖춰져 있다."
,"202020018","但是，那里有大量的非法监控设备，很难进行大规模侵入。","하지만 그곳에는 불법 감시 장비가 다량 설치돼 있어 대규모 침입은 쉽지 않다."
,"202020019","既然是废弃的地下指挥部，那片区域周围应该存在可利用的通讯基站。","폐기된 지하지휘부라면 그 구역 주변에 활용할 수 있는 기지국이 있어야 한다."
,"202020020","您是想通过修复基站来增加侵入成功率吗？","기지국 복구를 통해 침입 성공률을 높이고 싶으십니까?"
,"202020021","很可惜，那里100公里内的基站都被破坏了，还设置了许多干扰器。","안타깝게도 그곳에는 100km 내 기지국이 모두 파괴됐고 수많은 교란기가 설치돼 있었다."
,"202020022","和预想的一样，现在只能组建精锐小队突入了。","예상대로 정예 소대를 꾸려 돌진할 수밖에 없다."
,"202020023","那个……虽然我们接到了米尔维斯的委托，但这个任务有一定风险……","그건… 밀비스의 부탁을 받았지만 위험할 수 있는 임무였다…"
,"202020024","卡佩拉侧目看向指挥官。","카펠라는 지휘관을 곁눈질했다."
,"202020025","阵线有许多精锐AG，你特地委托「纽带」的原因是？","전선에는 많은 정예 AG가 있습니다. 당신이 특별히 유대를 의뢰한 원인은?"
,"202020026","米尔维斯苦笑了一下。","밀비스는 쓴웃음을 지었다."
,"202020027","阵线的可调动AG没有你想的那么多。","전선의 이동 가능 AG는 네가 생각했던 것만큼 많지 않다."
,"202020028","武器试验、城市防卫、军政要人的保护，绝大部分精锐AG都被派发了那些任务。","무기실험, 도시방위, 군정요인 보호, 대부분의 정예 AG가 그런 임무를 수행했다."
,"202020029","很讽刺吧，我们最强的AG居然都不在前线作战。","아이러니하게도 우리 최강의 AG는 모두 전선에서 싸우지 않았다."
,"202020030","你们见识过康德尔的能力，为了不让她落入敌手，回收她的任务至关重要。","너희는 칸델의 능력을 본 적이 있으므로 그녀가 적의 수중에 떨어지지 않도록 그녀의 임무를 회수하는 것이 아주 중요하다."
,"202020031","「纽带」的指挥官，你能全力协助我一次吗？","유대감의 지휘관, 당신은 전력으로 나를 도와줄 수 있습니까?"
,"202020032","我知道了，现在开始组建队伍，规划作战吧。","알았다."
,"202020033","……另一方面，骷髅涂鸦据点。","한편, 해골 낙서의 본거지."
,"202020034","伊丝姆，怎么样？","이셈, 어때요?"
,"202020035","我在筛查她的记忆片段了。","나는 그녀의 기억 단편들을 체로 훑고 있다."
,"202020036","……康德尔，于2149年从联合军并入阵线。","콘델, 2149년 연합군에서 전선에 통합."
,"202020037","在改造前一直在参与傀儡战役，直到——","개조 전까지는 꼭두각시 전투에 참여했습니다."
,"202020038","咦？她的大脑中有一段无法解析的记忆扇区。","어? 그녀의 뇌 속에는 해석할 수 없는 기억의 섹터가 있다."
,"202020039","居然还有你无法解密的东西。","아직도 당신이 비밀 해제할 수 없는 것이 있다니."
,"202020040","她身上自白剂的效果有些消退了。","그녀 몸에 자백제의 효과가 좀 누그러졌다."
,"202020041","那么她现在的身体状况如何？","그렇다면 현재 몸 상태는 어떨까."
,"202020042","全部神经已经被腐蚀，现在只有心脏在跳。","모든 신경은 이미 부식되었고,지금은 심장만 뛰고 있다."
,"202020043","还没死就行。","죽지 않았으면 돼."
,"202020044","我们加大剂量，这次注射1B。","우리는 양을 늘려 이번에 1B 주사를 맞았다."
,"202020045","再注射一次的话，可能就无法保证她的生命了。","한 번 더 맞으면 생명을 담보할 수 없을지도 모른다."
,"202020046","那不重要，弄清她为什么会有“实验AG标志”才是我最关心的。","그게 중요한 게 아니라 그녀가 왜 '실험 AG마크'를 갖게 됐는지 알아내는 게 내 최대 관심사다."
,"202020047","还是说……你希望她活着？","아니면...그녀가 살아있기를 바랄까요?"
,"202020048","你的执念那么深，是因为你也属于“实验AG”吗？","너의 집착이 그렇게 깊은 것은 너도 실험AG에 속하기 때문이니?"
,"202020049","伊丝姆，以前你的话并没有这么多。","이삼, 옛날엔 그렇게 말이 많지도 않았어."
,"202020050","抱歉，当我没说。","미안하지만, 내가 말하지 않았을 때."
,"202020051","……针管给你了，需要往大脑里注射。","…바늘관을 당신에게 주었어요.뇌에 주사해야 해요."
,"202020052","好，那直接从眼窝进去吧。","자, 그럼 바로 눈언저리로 들어가자."
,"202020053","……针管插入。","…바느질 삽입."
,"202020054","能解析那些记忆片段了，现在我把它们转换为图像信息。","그 기억의 세션을 해석할 수 있습니다. 이제 이미지 정보로 전환하겠습니다."
,"202020055","这地方……像是个实验室？","이곳은…실험실 같다?"
,"202020056","康德尔呢？","칸델은?"
,"202020057","既然是她的记忆，那她的视角里可看不到自己。","그녀의 기억이라면 그녀의 시각에서 자신을 볼 수 없다."
,"202020058","哦……来人了。","아…사람 왔네."
,"202020059","一个研究员？","연구원이라고요?"
,"202020060","我知道了，这里是阵线的地下实验室之一。","나는 알았다. 여기는 전선의 지하 실험실 중의 하나이다."
,"202020061","马上就有我想要的答案了。","곧 내가 원하는 답이 있을 거야."
,"202020062","■■■■■■■","■■■■■■■"
,"202020063","该死，又出现错误了。","빌어먹을, 또 착오가 생겼구나."
,"202020064","她的深层记忆被人为加固得很严密。","그녀의 깊은 기억은 사람에 의해 매우 엄밀하게 보강되었다."
,"202020065","再注射一管。","주사 한 대를 더 놓다."
,"202020066","你确定吗？再注射一次康德尔就要彻底玩完了。","당신 확실합니까?다시 한 번 콘델 주사를 맞으면 완전히 놀 수 있을 것입니다."
,"202020067","快注射，我必须知道那个答案。","빨리 주사해라,나는 반드시 그 답을 알아야 한다."
,"202020068","知道了。","알았다"
,"202020069","伊丝姆取出针管的同时，一个细微的电子声响起。","이숨이 바늘 파이프를 꺼내는 동안 미세한 전자음이 울렸다."
,"202020070","name，我们已到达指定坐标。","name, 지정한 좌표에 도달했습니다."
,"202020071","「纽带」的战友，跟上我！","유대하는 전우여, 나를 따르라!"
,"202030000","……骷髅涂鸦在据点内开启了阻断墙，突入的小队遭受到感应炸弹的轰炸，行动陷入不利状态。","해골 낙서는 거점 내에 차단벽을 열었고, 돌진한 소대는 감지폭탄 폭격을 받아 작전이 불리해졌다."
,"202030001","队长，这里到处是感应炸弹，继续作战风险太高了。","대장님, 여기 곳곳에 감지 폭탄이 있어서 계속 작전할 위험이 너무 높습니다."
,"202030002","没有小队成功回收康德尔？","콘델 회수 안 된 소대?"
,"202030003","还没……这里的陷阱和失控机器人太多，已经有许多「纽带」的小队和我们失去联系了。","아직..여기는 함정과 통제 불능 로봇이 너무 많아서 이미 많은 유대 소대가 우리와 연락이 끊겼습니다."
,"202030004","那两个骷髅涂鸦布置了干扰投影，我们无法接受其他房间的详细状况。","그 두 개의 해골 낙서는 방해 투영으로 꾸며져서 우리는 다른 방의 상세한 상황을 받아들일 수 없다."
,"202030005","<color=#969696>「纽带」的AG大多没有对人战经验……太勉强了吗。</color>","<color=#969696>'고대'의 AG는 대부분 대인전 경험이 없다…너무 무리일까.</color>"
,"202030006","等事情解决后，我们必须查明她们是从哪搞到那么多装备的。","일이 해결된 후에 우리는 반드시 그들이 어디에서 그렇게 많은 장비를 구했는지 밝혀야 한다."
,"202030007","现在探测器还有信号，康德尔肯定还没有被带走。","아직 탐사선 신호가 남아 있어 콘델은 연행되지 않은 게 분명하다."
